A,A2,법정동명,특수지구분코드,특수지구분명,지번,기준연도,기준월,A9,xcoord,ycoord
4413037027200300000,4413037027,천안시,2,산,병천면 봉항리 산30,1996,1,480,좌표x,좌표x
4413037027200680001,4413037027,천안시,2,산,병천면 봉항리 산68-1,1996,1,400,좌표x,좌표x
4413037027201570000,4413037027,천안시,2,산,병천면 봉항리 산157,1996,1,9000,좌표x,좌표x
4413037028100950001,4413037028,천안시,1,일반,병천면 용두리 95-1,1996,1,4500,좌표x,좌표x
4413037028101410000,4413037028,천안시,1,일반,병천면 용두리 141,1996,1,4700,좌표x,좌표x
4413037028101810000,4413037028,천안시,1,일반,병천면 용두리 181,1996,1,8000,좌표x,좌표x
4413037028102020002,4413037028,천안시,1,일반,병천면 용두리 202-2,1996,1,3000,좌표x,좌표x
4413037028102200000,4413037028,천안시,1,일반,병천면 용두리 220,1996,1,3900,좌표x,좌표x
4413037028102650000,4413037028,천안시,1,일반,병천면 용두리 265,1996,1,8200,좌표x,좌표x
4413037028103080004,4413037028,천안시,1,일반,병천면 용두리 308-4,1996,1,4700,좌표x,좌표x
4413037028103370000,4413037028,천안시,1,일반,병천면 용두리 337,1996,1,9000,좌표x,좌표x
4413037028104150001,4413037028,천안시,1,일반,병천면 용두리 415-1,1996,1,4600,좌표x,좌표x
4413037028104260000,4413037028,천안시,1,일반,병천면 용두리 426,1996,1,3600,좌표x,좌표x
4413037028104920000,4413037028,천안시,1,일반,병천면 용두리 492,1996,1,5200,좌표x,좌표x
4413037028105510004,4413037028,천안시,1,일반,병천면 용두리 551-4,1996,1,4800,좌표x,좌표x
4413037028200170009,4413037028,천안시,2,산,병천면 용두리 산17-9,1996,1,1000,좌표x,좌표x
4413037030100300000,4413037030,천안시,1,일반,병천면 송정리 30,1996,1,4800,좌표x,좌표x
4413037030100470000,4413037030,천안시,1,일반,병천면 송정리 47,1996,1,3400,좌표x,좌표x
4413037030100800000,4413037030,천안시,1,일반,병천면 송정리 80,1996,1,3800,좌표x,좌표x
4413037030101170000,4413037030,천안시,1,일반,병천면 송정리 117,1996,1,8500,좌표x,좌표x
4413037030101390001,4413037030,천안시,1,일반,병천면 송정리 139-1,1996,1,4600,좌표x,좌표x
4413037030101450001,4413037030,천안시,1,일반,병천면 송정리 145-1,1996,1,4500,좌표x,좌표x
4413037030101800000,4413037030,천안시,1,일반,병천면 송정리 180,1996,1,8300,좌표x,좌표x
4413037030101980003,4413037030,천안시,1,일반,병천면 송정리 198-3,1996,1,4400,좌표x,좌표x
4413037030102570000,4413037030,천안시,1,일반,병천면 송정리 257,1996,1,3500,좌표x,좌표x
4413037030102830009,4413037030,천안시,1,일반,병천면 송정리 283-9,1996,1,4400,좌표x,좌표x
4413037030103020003,4413037030,천안시,1,일반,병천면 송정리 302-3,1996,1,4200,좌표x,좌표x
4413037030103340000,4413037030,천안시,1,일반,병천면 송정리 334,1996,1,9000,좌표x,좌표x
4413037030103520007,4413037030,천안시,1,일반,병천면 송정리 352-7,1996,1,4500,좌표x,좌표x
4413037030103890000,4413037030,천안시,1,일반,병천면 송정리 389,1996,1,3600,좌표x,좌표x
4413037030104110000,4413037030,천안시,1,일반,병천면 송정리 411,1996,1,4200,좌표x,좌표x
4413037030200120002,4413037030,천안시,2,산,병천면 송정리 산12-2,1996,1,34000,좌표x,좌표x
4413037030200220000,4413037030,천안시,2,산,병천면 송정리 산22,1996,1,980,좌표x,좌표x
4413037030200510000,4413037030,천안시,2,산,병천면 송정리 산51,1996,1,1000,좌표x,좌표x
4413037030200830000,4413037030,천안시,2,산,병천면 송정리 산83,1996,1,730,좌표x,좌표x
4413038021100360000,4413038021,천안시,1,일반,동면 구도리 36,1996,1,2900,좌표x,좌표x
4413038021100750000,4413038021,천안시,1,일반,동면 구도리 75,1996,1,3800,좌표x,좌표x
4413038021101310000,4413038021,천안시,1,일반,동면 구도리 131,1996,1,3800,좌표x,좌표x
4413038021101560005,4413038021,천안시,1,일반,동면 구도리 156-5,1996,1,4500,좌표x,좌표x
4413038021101790000,4413038021,천안시,1,일반,동면 구도리 179,1996,1,4500,좌표x,좌표x
4413038021102390000,4413038021,천안시,1,일반,동면 구도리 239,1996,1,4000,좌표x,좌표x
4413038021102640000,4413038021,천안시,1,일반,동면 구도리 264,1996,1,6800,좌표x,좌표x
4413038021103080000,4413038021,천안시,1,일반,동면 구도리 308,1996,1,3300,좌표x,좌표x
4413038021103300000,4413038021,천안시,1,일반,동면 구도리 330,1996,1,4200,좌표x,좌표x
4413038021104110000,4413038021,천안시,1,일반,동면 구도리 411,1996,1,9000,좌표x,좌표x
4413038021104150000,4413038021,천안시,1,일반,동면 구도리 415,1996,1,4000,좌표x,좌표x
4413038021200140000,4413038021,천안시,2,산,동면 구도리 산14,1996,1,1100,좌표x,좌표x
4413038021200290000,4413038021,천안시,2,산,동면 구도리 산29,1996,1,900,좌표x,좌표x
4413038021200800000,4413038021,천안시,2,산,동면 구도리 산80,1996,1,1900,좌표x,좌표x
4413038022100040000,4413038022,천안시,1,일반,동면 송연리 4,1996,1,4500,좌표x,좌표x
4413038022100050001,4413038022,천안시,1,일반,동면 송연리 5-1,1996,1,42000,좌표x,좌표x
4413038022100860002,4413038022,천안시,1,일반,동면 송연리 86-2,1996,1,3400,좌표x,좌표x
4413038022100910004,4413038022,천안시,1,일반,동면 송연리 91-4,1996,1,8700,좌표x,좌표x
4413038022101060006,4413038022,천안시,1,일반,동면 송연리 106-6,1996,1,5600,좌표x,좌표x
4413038022101440002,4413038022,천안시,1,일반,동면 송연리 144-2,1996,1,5700,좌표x,좌표x
4413038022101740001,4413038022,천안시,1,일반,동면 송연리 174-1,1996,1,53000,좌표x,좌표x
4413038022102070004,4413038022,천안시,1,일반,동면 송연리 207-4,1996,1,5300,좌표x,좌표x
4413038022102450001,4413038022,천안시,1,일반,동면 송연리 245-1,1996,1,9500,좌표x,좌표x
4413038022102740000,4413038022,천안시,1,일반,동면 송연리 274,1996,1,3000,좌표x,좌표x
4413038022102950000,4413038022,천안시,1,일반,동면 송연리 295,1996,1,4800,좌표x,좌표x
4413038022103490000,4413038022,천안시,1,일반,동면 송연리 349,1996,1,4200,좌표x,좌표x
4413038022104460000,4413038022,천안시,1,일반,동면 송연리 446,1996,1,4000,좌표x,좌표x
4413038022105080000,4413038022,천안시,1,일반,동면 송연리 508,1996,1,3500,좌표x,좌표x
4413038022105170000,4413038022,천안시,1,일반,동면 송연리 517,1996,1,7000,좌표x,좌표x
4413038022200360000,4413038022,천안시,2,산,동면 송연리 산36,1996,1,600,좌표x,좌표x
4413038022200400001,4413038022,천안시,2,산,동면 송연리 산40-1,1996,1,1300,좌표x,좌표x
4413038023100190000,4413038023,천안시,1,일반,동면 화계리 19,1996,1,4300,좌표x,좌표x
4413038023100970000,4413038023,천안시,1,일반,동면 화계리 97,1996,1,8700,좌표x,좌표x
4413038023101790001,4413038023,천안시,1,일반,동면 화계리 179-1,1996,1,55000,좌표x,좌표x
4413038023102080000,4413038023,천안시,1,일반,동면 화계리 208,1996,1,5500,좌표x,좌표x
4413038023102190002,4413038023,천안시,1,일반,동면 화계리 219-2,1996,1,4900,좌표x,좌표x
4413038023102200023,4413038023,천안시,1,일반,동면 화계리 220-23,1996,1,4800,좌표x,좌표x
4413038023102610000,4413038023,천안시,1,일반,동면 화계리 261,1996,1,4000,좌표x,좌표x
4413038023103000000,4413038023,천안시,1,일반,동면 화계리 300,1996,1,10000,좌표x,좌표x
4413038023103580000,4413038023,천안시,1,일반,동면 화계리 358,1996,1,3900,좌표x,좌표x
4413038023104270000,4413038023,천안시,1,일반,동면 화계리 427,1996,1,3700,좌표x,좌표x
4413038023104750000,4413038023,천안시,1,일반,동면 화계리 475,1996,1,2600,좌표x,좌표x
4413038023200410001,4413038023,천안시,2,산,동면 화계리 산41-1,1996,1,1100,좌표x,좌표x
4413038024100490000,4413038024,천안시,1,일반,동면 광덕리 49,1996,1,3900,좌표x,좌표x
4413038024100980000,4413038024,천안시,1,일반,동면 광덕리 98,1996,1,3700,좌표x,좌표x
4413038024101170001,4413038024,천안시,1,일반,동면 광덕리 117-1,1996,1,3100,좌표x,좌표x
4413038024101710000,4413038024,천안시,1,일반,동면 광덕리 171,1996,1,5600,좌표x,좌표x
4413038024101800001,4413038024,천안시,1,일반,동면 광덕리 180-1,1996,1,3100,좌표x,좌표x
4413038024102060000,4413038024,천안시,1,일반,동면 광덕리 206,1996,1,3200,좌표x,좌표x
4413038024102280000,4413038024,천안시,1,일반,동면 광덕리 228,1996,1,4700,좌표x,좌표x
4413038024102480000,4413038024,천안시,1,일반,동면 광덕리 248,1996,1,3300,좌표x,좌표x
4413038024103540000,4413038024,천안시,1,일반,동면 광덕리 354,1996,1,2700,좌표x,좌표x
4413038024103700000,4413038024,천안시,1,일반,동면 광덕리 370,1996,1,2700,좌표x,좌표x
4413038024103940000,4413038024,천안시,1,일반,동면 광덕리 394,1996,1,2700,좌표x,좌표x
4413038024104160003,4413038024,천안시,1,일반,동면 광덕리 416-3,1996,1,4000,좌표x,좌표x
4413038024200060000,4413038024,천안시,2,산,동면 광덕리 산6,1996,1,1200,좌표x,좌표x
4413038024200770000,4413038024,천안시,2,산,동면 광덕리 산77,1996,1,500,좌표x,좌표x
4413038025100450009,4413038025,천안시,1,일반,동면 동산리 45-9,1996,1,11000,좌표x,좌표x
4413038025100770000,4413038025,천안시,1,일반,동면 동산리 77,1996,1,3700,좌표x,좌표x
4413038025100830000,4413038025,천안시,1,일반,동면 동산리 83,1996,1,3000,좌표x,좌표x
4413038025100960001,4413038025,천안시,1,일반,동면 동산리 96-1,1996,1,5500,좌표x,좌표x
4413038025101180000,4413038025,천안시,1,일반,동면 동산리 118,1996,1,2500,좌표x,좌표x
4413038025102020000,4413038025,천안시,1,일반,동면 동산리 202,1996,1,4100,좌표x,좌표x
4413038025102490008,4413038025,천안시,1,일반,동면 동산리 249-8,1996,1,7600,좌표x,좌표x
4413038025102920000,4413038025,천안시,1,일반,동면 동산리 292,1996,1,3800,좌표x,좌표x
4413038025103290004,4413038025,천안시,1,일반,동면 동산리 329-4,1996,1,4800,좌표x,좌표x
4413038025103410001,4413038025,천안시,1,일반,동면 동산리 341-1,1996,1,26000,좌표x,좌표x
4413038025103530000,4413038025,천안시,1,일반,동면 동산리 353,1996,1,5000,좌표x,좌표x
4413038025103960000,4413038025,천안시,1,일반,동면 동산리 396,1996,1,8500,좌표x,좌표x
4413038025104460000,4413038025,천안시,1,일반,동면 동산리 446,1996,1,3800,좌표x,좌표x
4413038025104840001,4413038025,천안시,1,일반,동면 동산리 484-1,1996,1,15000,좌표x,좌표x
4413038025105240002,4413038025,천안시,1,일반,동면 동산리 524-2,1996,1,17000,좌표x,좌표x
4413038025105280000,4413038025,천안시,1,일반,동면 동산리 528,1996,1,18000,좌표x,좌표x
4413038025105340004,4413038025,천안시,1,일반,동면 동산리 534-4,1996,1,68000,좌표x,좌표x
4413038025200170000,4413038025,천안시,2,산,동면 동산리 산17,1996,1,800,좌표x,좌표x
4413038025200360000,4413038025,천안시,2,산,동면 동산리 산36,1996,1,900,좌표x,좌표x
4413038026100580000,4413038026,천안시,1,일반,동면 행암리 58,1996,1,2800,좌표x,좌표x
4413038026100850000,4413038026,천안시,1,일반,동면 행암리 85,1996,1,2400,좌표x,좌표x
4413038026101880000,4413038026,천안시,1,일반,동면 행암리 188,1996,1,2700,좌표x,좌표x
4413038026102500000,4413038026,천안시,1,일반,동면 행암리 250,1996,1,2100,좌표x,좌표x
4413038026103390000,4413038026,천안시,1,일반,동면 행암리 339,1996,1,2500,좌표x,좌표x
4413038026103700000,4413038026,천안시,1,일반,동면 행암리 370,1996,1,4000,좌표x,좌표x
4413038026200360000,4413038026,천안시,2,산,동면 행암리 산36,1996,1,800,좌표x,좌표x
4413038026200880001,4413038026,천안시,2,산,동면 행암리 산88-1,1996,1,310,좌표x,좌표x
4413038027100520000,4413038027,천안시,1,일반,동면 덕성리 52,1996,1,2100,좌표x,좌표x
4413038027100590000,4413038027,천안시,1,일반,동면 덕성리 59,1996,1,2800,좌표x,좌표x
4413038027101750001,4413038027,천안시,1,일반,동면 덕성리 175-1,1996,1,3600,좌표x,좌표x
4413038027102390001,4413038027,천안시,1,일반,동면 덕성리 239-1,1996,1,4800,좌표x,좌표x
4413038027102470000,4413038027,천안시,1,일반,동면 덕성리 247,1996,1,8500,좌표x,좌표x
4413038027104350000,4413038027,천안시,1,일반,동면 덕성리 435,1996,1,3400,좌표x,좌표x
4413038027104490000,4413038027,천안시,1,일반,동면 덕성리 449,1996,1,2800,좌표x,좌표x
4413038027105910000,4413038027,천안시,1,일반,동면 덕성리 591,1996,1,1900,좌표x,좌표x
4413038027106430000,4413038027,천안시,1,일반,동면 덕성리 643,1996,1,3300,좌표x,좌표x
4413038027106770000,4413038027,천안시,1,일반,동면 덕성리 677,1996,1,2300,좌표x,좌표x
4413038027200140001,4413038027,천안시,2,산,동면 덕성리 산14-1,1996,1,500,좌표x,좌표x
4413038027200300001,4413038027,천안시,2,산,동면 덕성리 산30-1,1996,1,800,좌표x,좌표x
4413038028100480001,4413038028,천안시,1,일반,동면 죽계리 48-1,1996,1,2800,좌표x,좌표x
4413038028101750001,4413038028,천안시,1,일반,동면 죽계리 175-1,1996,1,2200,좌표x,좌표x
4413038028102110000,4413038028,천안시,1,일반,동면 죽계리 211,1996,1,5400,좌표x,좌표x
4413038028102170000,4413038028,천안시,1,일반,동면 죽계리 217,1996,1,3100,좌표x,좌표x
4413038028102970005,4413038028,천안시,1,일반,동면 죽계리 297-5,1996,1,4500,좌표x,좌표x
4413038028103220010,4413038028,천안시,1,일반,동면 죽계리 322-10,1996,1,3800,좌표x,좌표x
4413038028103430000,4413038028,천안시,1,일반,동면 죽계리 343,1996,1,6600,좌표x,좌표x
4413038028104020001,4413038028,천안시,1,일반,동면 죽계리 402-1,1996,1,4200,좌표x,좌표x
4413038028104600000,4413038028,천안시,1,일반,동면 죽계리 460,1996,1,3700,좌표x,좌표x
4413038028200140000,4413038028,천안시,2,산,동면 죽계리 산14,1996,1,390,좌표x,좌표x
4413038028201180000,4413038028,천안시,2,산,동면 죽계리 산118,1996,1,780,좌표x,좌표x
4413038029100200000,4413038029,천안시,1,일반,동면 장송리 20,1996,1,3100,좌표x,좌표x
4413038029100420002,4413038029,천안시,1,일반,동면 장송리 42-2,1996,1,4500,좌표x,좌표x
4413038029100620001,4413038029,천안시,1,일반,동면 장송리 62-1,1996,1,4200,좌표x,좌표x
4413038029101150000,4413038029,천안시,1,일반,동면 장송리 115,1996,1,4200,좌표x,좌표x
4413038029101320000,4413038029,천안시,1,일반,동면 장송리 132,1996,1,8000,좌표x,좌표x
4413038029101400001,4413038029,천안시,1,일반,동면 장송리 140-1,1996,1,3300,좌표x,좌표x
4413038029101620014,4413038029,천안시,1,일반,동면 장송리 162-14,1996,1,3300,좌표x,좌표x
4413038029101910003,4413038029,천안시,1,일반,동면 장송리 191-3,1996,1,4600,좌표x,좌표x
4413038029101940002,4413038029,천안시,1,일반,동면 장송리 194-2,1996,1,3000,좌표x,좌표x
4413038029101970006,4413038029,천안시,1,일반,동면 장송리 197-6,1996,1,4800,좌표x,좌표x
4413038029102050008,4413038029,천안시,1,일반,동면 장송리 205-8,1996,1,3500,좌표x,좌표x
4413038029102410000,4413038029,천안시,1,일반,동면 장송리 241,1996,1,7000,좌표x,좌표x
4413038029103810000,4413038029,천안시,1,일반,동면 장송리 381,1996,1,4000,좌표x,좌표x
4413038029106140000,4413038029,천안시,1,일반,동면 장송리 614,1996,1,4300,좌표x,좌표x
4413038029200360000,4413038029,천안시,2,산,동면 장송리 산36,1996,1,1000,좌표x,좌표x
4413038029200670000,4413038029,천안시,2,산,동면 장송리 산67,1996,1,1100,좌표x,좌표x
4413038030100090000,4413038030,천안시,1,일반,동면 수남리 9,1996,1,2800,좌표x,좌표x
4413038030100950000,4413038030,천안시,1,일반,동면 수남리 95,1996,1,3300,좌표x,좌표x
4413038030101490006,4413038030,천안시,1,일반,동면 수남리 149-6,1996,1,4400,좌표x,좌표x
4413038030101620009,4413038030,천안시,1,일반,동면 수남리 162-9,1996,1,7000,좌표x,좌표x
4413038030102000005,4413038030,천안시,1,일반,동면 수남리 200-5,1996,1,5000,좌표x,좌표x
4413038030102340002,4413038030,천안시,1,일반,동면 수남리 234-2,1996,1,4500,좌표x,좌표x
4413038030102490000,4413038030,천안시,1,일반,동면 수남리 249,1996,1,3800,좌표x,좌표x
4413038030102880001,4413038030,천안시,1,일반,동면 수남리 288-1,1996,1,4000,좌표x,좌표x
4413038030103100000,4413038030,천안시,1,일반,동면 수남리 310,1996,1,2800,좌표x,좌표x
4413038030104600002,4413038030,천안시,1,일반,동면 수남리 460-2,1996,1,3800,좌표x,좌표x
4413038030105350000,4413038030,천안시,1,일반,동면 수남리 535,1996,1,4900,좌표x,좌표x
4413038030105830000,4413038030,천안시,1,일반,동면 수남리 583,1996,1,6700,좌표x,좌표x
4413038030105900000,4413038030,천안시,1,일반,동면 수남리 590,1996,1,3900,좌표x,좌표x
4413038030106660000,4413038030,천안시,1,일반,동면 수남리 666,1996,1,3300,좌표x,좌표x
4413038030200350000,4413038030,천안시,2,산,동면 수남리 산35,1996,1,1000,좌표x,좌표x
4413038030200800001,4413038030,천안시,2,산,동면 수남리 산80-1,1996,1,550,좌표x,좌표x
4413038031100240000,4413038031,천안시,1,일반,동면 화덕리 24,1996,1,3600,좌표x,좌표x
4413038031100610000,4413038031,천안시,1,일반,동면 화덕리 61,1996,1,4000,좌표x,좌표x
4413038031100850000,4413038031,천안시,1,일반,동면 화덕리 85,1996,1,5700,좌표x,좌표x
4413038031100950000,4413038031,천안시,1,일반,동면 화덕리 95,1996,1,3900,좌표x,좌표x
4413038031101000001,4413038031,천안시,1,일반,동면 화덕리 100-1,1996,1,5100,좌표x,좌표x
4413038031101110000,4413038031,천안시,1,일반,동면 화덕리 111,1996,1,3400,좌표x,좌표x
4413038031101570001,4413038031,천안시,1,일반,동면 화덕리 157-1,1996,1,2700,좌표x,좌표x
4413038031101780000,4413038031,천안시,1,일반,동면 화덕리 178,1996,1,3000,좌표x,좌표x
4413038031101930000,4413038031,천안시,1,일반,동면 화덕리 193,1996,1,4200,좌표x,좌표x
4413038031102420000,4413038031,천안시,1,일반,동면 화덕리 242,1996,1,6000,좌표x,좌표x
4413038031102690000,4413038031,천안시,1,일반,동면 화덕리 269,1996,1,3100,좌표x,좌표x
4413038031103550001,4413038031,천안시,1,일반,동면 화덕리 355-1,1996,1,3300,좌표x,좌표x
4413038031104180003,4413038031,천안시,1,일반,동면 화덕리 418-3,1996,1,3400,좌표x,좌표x
4413038031104330000,4413038031,천안시,1,일반,동면 화덕리 433,1996,1,3900,좌표x,좌표x
4413038031104820000,4413038031,천안시,1,일반,동면 화덕리 482,1996,1,8100,좌표x,좌표x
4413038031105130000,4413038031,천안시,1,일반,동면 화덕리 513,1996,1,4500,좌표x,좌표x
4413038031105450000,4413038031,천안시,1,일반,동면 화덕리 545,1996,1,4000,좌표x,좌표x
4413038031200530000,4413038031,천안시,2,산,동면 화덕리 산53,1996,1,760,좌표x,좌표x
4413038031200620001,4413038031,천안시,2,산,동면 화덕리 산62-1,1996,1,480,좌표x,좌표x
4413039021100070000,4413039021,천안시,1,일반,직산면 군동리 7,1996,1,5700,좌표x,좌표x
4413039021100360005,4413039021,천안시,1,일반,직산면 군동리 36-5,1996,1,11000,좌표x,좌표x
4413039021100720000,4413039021,천안시,1,일반,직산면 군동리 72,1996,1,10000,좌표x,좌표x
4413039021100810002,4413039021,천안시,1,일반,직산면 군동리 81-2,1996,1,5300,좌표x,좌표x
4413039021101560002,4413039021,천안시,1,일반,직산면 군동리 156-2,1996,1,13000,좌표x,좌표x
4413039021101590000,4413039021,천안시,1,일반,직산면 군동리 159,1996,1,10000,좌표x,좌표x
4413039021102820002,4413039021,천안시,1,일반,직산면 군동리 282-2,1996,1,5000,좌표x,좌표x
4413039021102880001,4413039021,천안시,1,일반,직산면 군동리 288-1,1996,1,6100,좌표x,좌표x
4413039021103250035,4413039021,천안시,1,일반,직산면 군동리 325-35,1996,1,16000,좌표x,좌표x
4413039021103250044,4413039021,천안시,1,일반,직산면 군동리 325-44,1996,1,31000,좌표x,좌표x
4413039021103260014,4413039021,천안시,1,일반,직산면 군동리 326-14,1996,1,25000,좌표x,좌표x
4413039022100320000,4413039022,천안시,1,일반,직산면 군서리 32,1996,1,9000,좌표x,좌표x
4413039022100700000,4413039022,천안시,1,일반,직산면 군서리 70,1996,1,8000,좌표x,좌표x
4413039022100710000,4413039022,천안시,1,일반,직산면 군서리 71,1996,1,50000,좌표x,좌표x
4413039022101150001,4413039022,천안시,1,일반,직산면 군서리 115-1,1996,1,8300,좌표x,좌표x
4413039022101550000,4413039022,천안시,1,일반,직산면 군서리 155,1996,1,17000,좌표x,좌표x
4413039022102570002,4413039022,천안시,1,일반,직산면 군서리 257-2,1996,1,5500,좌표x,좌표x
4413039022102630000,4413039022,천안시,1,일반,직산면 군서리 263,1996,1,8000,좌표x,좌표x
4413039022102930002,4413039022,천안시,1,일반,직산면 군서리 293-2,1996,1,8100,좌표x,좌표x
4413039022103040000,4413039022,천안시,1,일반,직산면 군서리 304,1996,1,7300,좌표x,좌표x
4413039022103080010,4413039022,천안시,1,일반,직산면 군서리 308-10,1996,1,9000,좌표x,좌표x
4413039022103120002,4413039022,천안시,1,일반,직산면 군서리 312-2,1996,1,5600,좌표x,좌표x
4413039022103400001,4413039022,천안시,1,일반,직산면 군서리 340-1,1996,1,9500,좌표x,좌표x
4413039022104280003,4413039022,천안시,1,일반,직산면 군서리 428-3,1996,1,110000,좌표x,좌표x
4413039022104310000,4413039022,천안시,1,일반,직산면 군서리 431,1996,1,7500,좌표x,좌표x
4413039022104370001,4413039022,천안시,1,일반,직산면 군서리 437-1,1996,1,6000,좌표x,좌표x
4413039022104640002,4413039022,천안시,1,일반,직산면 군서리 464-2,1996,1,6500,좌표x,좌표x
4413039023100520001,4413039023,천안시,1,일반,직산면 남산리 52-1,1996,1,4700,좌표x,좌표x
4413039023100800000,4413039023,천안시,1,일반,직산면 남산리 80,1996,1,7400,좌표x,좌표x
4413039023101040002,4413039023,천안시,1,일반,직산면 남산리 104-2,1996,1,10000,좌표x,좌표x
4413039023101740001,4413039023,천안시,1,일반,직산면 남산리 174-1,1996,1,5200,좌표x,좌표x
4413039023101880001,4413039023,천안시,1,일반,직산면 남산리 188-1,1996,1,7600,좌표x,좌표x
4413039023102340000,4413039023,천안시,1,일반,직산면 남산리 234,1996,1,8000,좌표x,좌표x
4413039023102370002,4413039023,천안시,1,일반,직산면 남산리 237-2,1996,1,6300,좌표x,좌표x
4413039023102580001,4413039023,천안시,1,일반,직산면 남산리 258-1,1996,1,9000,좌표x,좌표x
4413039023102670003,4413039023,천안시,1,일반,직산면 남산리 267-3,1996,1,6200,좌표x,좌표x
4413039023102680007,4413039023,천안시,1,일반,직산면 남산리 268-7,1996,1,60000,좌표x,좌표x
4413039023103040001,4413039023,천안시,1,일반,직산면 남산리 304-1,1996,1,5100,좌표x,좌표x
4413039023103110002,4413039023,천안시,1,일반,직산면 남산리 311-2,1996,1,7500,좌표x,좌표x
4413039023103230001,4413039023,천안시,1,일반,직산면 남산리 323-1,1996,1,6000,좌표x,좌표x
4413039023200370001,4413039023,천안시,2,산,직산면 남산리 산37-1,1996,1,4000,좌표x,좌표x
4413039024100340001,4413039024,천안시,1,일반,직산면 판정리 34-1,1996,1,12000,좌표x,좌표x
4413039024100580001,4413039024,천안시,1,일반,직산면 판정리 58-1,1996,1,65000,좌표x,좌표x
4413039024100660002,4413039024,천안시,1,일반,직산면 판정리 66-2,1996,1,5600,좌표x,좌표x
4413039024101100000,4413039024,천안시,1,일반,직산면 판정리 110,1996,1,4700,좌표x,좌표x
4413039024101500000,4413039024,천안시,1,일반,직산면 판정리 150,1996,1,5500,좌표x,좌표x
4413039024102230037,4413039024,천안시,1,일반,직산면 판정리 223-37,1996,1,14000,좌표x,좌표x
4413039024102280003,4413039024,천안시,1,일반,직산면 판정리 228-3,1996,1,5700,좌표x,좌표x
4413039024102710000,4413039024,천안시,1,일반,직산면 판정리 271,1996,1,9000,좌표x,좌표x
4413039024102960000,4413039024,천안시,1,일반,직산면 판정리 296,1996,1,8500,좌표x,좌표x
4413039024103490004,4413039024,천안시,1,일반,직산면 판정리 349-4,1996,1,16000,좌표x,좌표x
4413039024200200000,4413039024,천안시,2,산,직산면 판정리 산20,1996,1,1900,좌표x,좌표x
4413039025100050003,4413039025,천안시,1,일반,직산면 수헐리 5-3,1996,1,27000,좌표x,좌표x
4413039025100070004,4413039025,천안시,1,일반,직산면 수헐리 7-4,1996,1,47000,좌표x,좌표x
4413039025100150001,4413039025,천안시,1,일반,직산면 수헐리 15-1,1996,1,90000,좌표x,좌표x
4413039025100200000,4413039025,천안시,1,일반,직산면 수헐리 20,1996,1,8000,좌표x,좌표x
4413039025100210001,4413039025,천안시,1,일반,직산면 수헐리 21-1,1996,1,24000,좌표x,좌표x
4413039025100360005,4413039025,천안시,1,일반,직산면 수헐리 36-5,1996,1,45000,좌표x,좌표x
4413039025100490003,4413039025,천안시,1,일반,직산면 수헐리 49-3,1996,1,7300,좌표x,좌표x
4413039025100920001,4413039025,천안시,1,일반,직산면 수헐리 92-1,1996,1,24000,좌표x,좌표x
4413039026100080003,4413039026,천안시,1,일반,직산면 삼은리 8-3,1996,1,6200,좌표x,좌표x
4413039026100200000,4413039026,천안시,1,일반,직산면 삼은리 20,1996,1,9200,좌표x,좌표x
4413039026100330000,4413039026,천안시,1,일반,직산면 삼은리 33,1996,1,16000,좌표x,좌표x
4413039026100430010,4413039026,천안시,1,일반,직산면 삼은리 43-10,1996,1,18000,좌표x,좌표x
4413039026100720001,4413039026,천안시,1,일반,직산면 삼은리 72-1,1996,1,34000,좌표x,좌표x
4413039026100720019,4413039026,천안시,1,일반,직산면 삼은리 72-19,1996,1,140000,좌표x,좌표x
4413039026100760008,4413039026,천안시,1,일반,직산면 삼은리 76-8,1996,1,80000,좌표x,좌표x
4413039026100760012,4413039026,천안시,1,일반,직산면 삼은리 76-12,1996,1,110000,좌표x,좌표x
4413039026100760089,4413039026,천안시,1,일반,직산면 삼은리 76-89,1996,1,110000,좌표x,좌표x
4413039026100760101,4413039026,천안시,1,일반,직산면 삼은리 76-101,1996,1,120000,좌표x,좌표x
4413039026100760201,4413039026,천안시,1,일반,직산면 삼은리 76-201,1996,1,460000,좌표x,좌표x
4413039026100760255,4413039026,천안시,1,일반,직산면 삼은리 76-255,1996,1,350000,좌표x,좌표x
4413039026100890001,4413039026,천안시,1,일반,직산면 삼은리 89-1,1996,1,7000,좌표x,좌표x
4413039026101010001,4413039026,천안시,1,일반,직산면 삼은리 101-1,1996,1,8500,좌표x,좌표x
4413039026101090022,4413039026,천안시,1,일반,직산면 삼은리 109-22,1996,1,15000,좌표x,좌표x
4413039026101220004,4413039026,천안시,1,일반,직산면 삼은리 122-4,1996,1,25000,좌표x,좌표x
4413039026101570003,4413039026,천안시,1,일반,직산면 삼은리 157-3,1996,1,7000,좌표x,좌표x
4413039026101760001,4413039026,천안시,1,일반,직산면 삼은리 176-1,1996,1,7000,좌표x,좌표x
4413039026102470011,4413039026,천안시,1,일반,직산면 삼은리 247-11,1996,1,140000,좌표x,좌표x
4413039026102520000,4413039026,천안시,1,일반,직산면 삼은리 252,1996,1,95000,좌표x,좌표x
4413039027101050001,4413039027,천안시,1,일반,직산면 상덕리 105-1,1996,1,17000,좌표x,좌표x
4413039027101300003,4413039027,천안시,1,일반,직산면 상덕리 130-3,1996,1,5800,좌표x,좌표x
