A,A2,법정동명,특수지구분코드,특수지구분명,지번,기준연도,기준월,A9,xcoord,ycoord
4413025031103360009,4413025031,천안시,1,일반,성환읍 신가리 336-9,1996,1,13000,좌표x,좌표x
4413025031103560000,4413025031,천안시,1,일반,성환읍 신가리 356,1996,1,7100,좌표x,좌표x
4413025031103770006,4413025031,천안시,1,일반,성환읍 신가리 377-6,1996,1,58000,좌표x,좌표x
4413025031103880004,4413025031,천안시,1,일반,성환읍 신가리 388-4,1996,1,10000,좌표x,좌표x
4413025031103900003,4413025031,천안시,1,일반,성환읍 신가리 390-3,1996,1,13000,좌표x,좌표x
4413025031200140006,4413025031,천안시,2,산,성환읍 신가리 산14-6,1996,1,7200,좌표x,좌표x
4413025031200190000,4413025031,천안시,2,산,성환읍 신가리 산19,1996,1,14000,좌표x,좌표x
4413025032100170012,4413025032,천안시,1,일반,성환읍 와룡리 17-12,1996,1,8000,좌표x,좌표x
4413025032100170017,4413025032,천안시,1,일반,성환읍 와룡리 17-17,1996,1,11000,좌표x,좌표x
4413025032100180007,4413025032,천안시,1,일반,성환읍 와룡리 18-7,1996,1,5100,좌표x,좌표x
4413025032100340041,4413025032,천안시,1,일반,성환읍 와룡리 34-41,1996,1,9500,좌표x,좌표x
4413025032100450004,4413025032,천안시,1,일반,성환읍 와룡리 45-4,1996,1,4900,좌표x,좌표x
4413025032100750004,4413025032,천안시,1,일반,성환읍 와룡리 75-4,1996,1,13000,좌표x,좌표x
4413025032100990010,4413025032,천안시,1,일반,성환읍 와룡리 99-10,1996,1,5300,좌표x,좌표x
4413025032101400001,4413025032,천안시,1,일반,성환읍 와룡리 140-1,1996,1,8800,좌표x,좌표x
4413025032101560000,4413025032,천안시,1,일반,성환읍 와룡리 156,1996,1,56000,좌표x,좌표x
4413025032101660002,4413025032,천안시,1,일반,성환읍 와룡리 166-2,1996,1,9800,좌표x,좌표x
4413025032102120000,4413025032,천안시,1,일반,성환읍 와룡리 212,1996,1,5000,좌표x,좌표x
4413025032102580000,4413025032,천안시,1,일반,성환읍 와룡리 258,1996,1,8500,좌표x,좌표x
4413025032103010009,4413025032,천안시,1,일반,성환읍 와룡리 301-9,1996,1,9000,좌표x,좌표x
4413025033106510004,4413025033,천안시,1,일반,성환읍 학정리 651-4,1996,1,4300,좌표x,좌표x
4413025033200740007,4413025033,천안시,2,산,성환읍 학정리 산74-7,1996,1,1600,좌표x,좌표x
4413025034100080001,4413025034,천안시,1,일반,성환읍 대홍리 8-1,1996,1,6400,좌표x,좌표x
4413025034100780002,4413025034,천안시,1,일반,성환읍 대홍리 78-2,1996,1,10000,좌표x,좌표x
4413025034101030010,4413025034,천안시,1,일반,성환읍 대홍리 103-10,1996,1,16000,좌표x,좌표x
4413025034101130006,4413025034,천안시,1,일반,성환읍 대홍리 113-6,1996,1,15000,좌표x,좌표x
4413025034101280001,4413025034,천안시,1,일반,성환읍 대홍리 128-1,1996,1,29000,좌표x,좌표x
4413025034101350000,4413025034,천안시,1,일반,성환읍 대홍리 135,1996,1,5800,좌표x,좌표x
4413025034101540000,4413025034,천안시,1,일반,성환읍 대홍리 154,1996,1,8000,좌표x,좌표x
4413025034101560014,4413025034,천안시,1,일반,성환읍 대홍리 156-14,1996,1,42000,좌표x,좌표x
4413025034101630000,4413025034,천안시,1,일반,성환읍 대홍리 163,1996,1,15000,좌표x,좌표x
4413025034101710003,4413025034,천안시,1,일반,성환읍 대홍리 171-3,1996,1,9800,좌표x,좌표x
4413025034101840008,4413025034,천안시,1,일반,성환읍 대홍리 184-8,1996,1,9000,좌표x,좌표x
4413025034101950046,4413025034,천안시,1,일반,성환읍 대홍리 195-46,1996,1,88000,좌표x,좌표x
4413025034102500001,4413025034,천안시,1,일반,성환읍 대홍리 250-1,1996,1,8200,좌표x,좌표x
4413025034102880001,4413025034,천안시,1,일반,성환읍 대홍리 288-1,1996,1,23000,좌표x,좌표x
4413025034103120004,4413025034,천안시,1,일반,성환읍 대홍리 312-4,1996,1,37000,좌표x,좌표x
4413025034200190001,4413025034,천안시,2,산,성환읍 대홍리 산19-1,1996,1,12000,좌표x,좌표x
4413025035100200083,4413025035,천안시,1,일반,성환읍 수향리 20-83,1996,1,28000,좌표x,좌표x
4413025035100550017,4413025035,천안시,1,일반,성환읍 수향리 55-17,1996,1,6000,좌표x,좌표x
4413025035100640001,4413025035,천안시,1,일반,성환읍 수향리 64-1,1996,1,14000,좌표x,좌표x
4413025035100710008,4413025035,천안시,1,일반,성환읍 수향리 71-8,1996,1,18000,좌표x,좌표x
4413025035101630000,4413025035,천안시,1,일반,성환읍 수향리 163,1996,1,7100,좌표x,좌표x
4413025035101900004,4413025035,천안시,1,일반,성환읍 수향리 190-4,1996,1,75000,좌표x,좌표x
4413025035101970001,4413025035,천안시,1,일반,성환읍 수향리 197-1,1996,1,14000,좌표x,좌표x
4413025035102070002,4413025035,천안시,1,일반,성환읍 수향리 207-2,1996,1,23000,좌표x,좌표x
4413025035102330001,4413025035,천안시,1,일반,성환읍 수향리 233-1,1996,1,7000,좌표x,좌표x
4413025035102520001,4413025035,천안시,1,일반,성환읍 수향리 252-1,1996,1,6200,좌표x,좌표x
4413025035102790000,4413025035,천안시,1,일반,성환읍 수향리 279,1996,1,13000,좌표x,좌표x
4413025035103160006,4413025035,천안시,1,일반,성환읍 수향리 316-6,1996,1,23000,좌표x,좌표x
4413025035103700003,4413025035,천안시,1,일반,성환읍 수향리 370-3,1996,1,6500,좌표x,좌표x
4413025035104300010,4413025035,천안시,1,일반,성환읍 수향리 430-10,1996,1,38000,좌표x,좌표x
4413025036100550002,4413025036,천안시,1,일반,성환읍 안궁리 55-2,1996,1,5900,좌표x,좌표x
4413025036101210000,4413025036,천안시,1,일반,성환읍 안궁리 121,1996,1,5300,좌표x,좌표x
4413025036101220010,4413025036,천안시,1,일반,성환읍 안궁리 122-10,1996,1,11000,좌표x,좌표x
4413025036102100002,4413025036,천안시,1,일반,성환읍 안궁리 210-2,1996,1,18000,좌표x,좌표x
4413025036102680019,4413025036,천안시,1,일반,성환읍 안궁리 268-19,1996,1,10000,좌표x,좌표x
4413025036102940002,4413025036,천안시,1,일반,성환읍 안궁리 294-2,1996,1,82000,좌표x,좌표x
4413025036103030002,4413025036,천안시,1,일반,성환읍 안궁리 303-2,1996,1,7400,좌표x,좌표x
4413025036103120008,4413025036,천안시,1,일반,성환읍 안궁리 312-8,1996,1,24000,좌표x,좌표x
4413025036103160008,4413025036,천안시,1,일반,성환읍 안궁리 316-8,1996,1,9000,좌표x,좌표x
4413025036103520021,4413025036,천안시,1,일반,성환읍 안궁리 352-21,1996,1,34000,좌표x,좌표x
4413025036103550033,4413025036,천안시,1,일반,성환읍 안궁리 355-33,1996,1,7500,좌표x,좌표x
4413025036103640002,4413025036,천안시,1,일반,성환읍 안궁리 364-2,1996,1,15000,좌표x,좌표x
4413025037100970002,4413025037,천안시,1,일반,성환읍 양령리 97-2,1996,1,12000,좌표x,좌표x
4413025037102340001,4413025037,천안시,1,일반,성환읍 양령리 234-1,1996,1,5600,좌표x,좌표x
4413025037103670009,4413025037,천안시,1,일반,성환읍 양령리 367-9,1996,1,12000,좌표x,좌표x
4413025037103900000,4413025037,천안시,1,일반,성환읍 양령리 390,1996,1,9200,좌표x,좌표x
4413025037103940013,4413025037,천안시,1,일반,성환읍 양령리 394-13,1996,1,13000,좌표x,좌표x
4413025037104090000,4413025037,천안시,1,일반,성환읍 양령리 409,1996,1,7000,좌표x,좌표x
4413025037104370003,4413025037,천안시,1,일반,성환읍 양령리 437-3,1996,1,5900,좌표x,좌표x
4413025037105210012,4413025037,천안시,1,일반,성환읍 양령리 521-12,1996,1,4300,좌표x,좌표x
4413025038100230009,4413025038,천안시,1,일반,성환읍 도하리 23-9,1996,1,5400,좌표x,좌표x
4413025038100620000,4413025038,천안시,1,일반,성환읍 도하리 62,1996,1,12000,좌표x,좌표x
4413025038102590001,4413025038,천안시,1,일반,성환읍 도하리 259-1,1996,1,10000,좌표x,좌표x
4413025038102700002,4413025038,천안시,1,일반,성환읍 도하리 270-2,1996,1,4800,좌표x,좌표x
4413025038103060000,4413025038,천안시,1,일반,성환읍 도하리 306,1996,1,5800,좌표x,좌표x
4413025038103360000,4413025038,천안시,1,일반,성환읍 도하리 336,1996,1,14000,좌표x,좌표x
4413025038103420005,4413025038,천안시,1,일반,성환읍 도하리 342-5,1996,1,5700,좌표x,좌표x
4413025038103630000,4413025038,천안시,1,일반,성환읍 도하리 363,1996,1,22000,좌표x,좌표x
4413025038103800000,4413025038,천안시,1,일반,성환읍 도하리 380,1996,1,13000,좌표x,좌표x
4413025038104030000,4413025038,천안시,1,일반,성환읍 도하리 403,1996,1,9700,좌표x,좌표x
4413025038104360013,4413025038,천안시,1,일반,성환읍 도하리 436-13,1996,1,5100,좌표x,좌표x
4413025038104840000,4413025038,천안시,1,일반,성환읍 도하리 484,1996,1,5400,좌표x,좌표x
4413025038105280002,4413025038,천안시,1,일반,성환읍 도하리 528-2,1996,1,14000,좌표x,좌표x
4413025038105360000,4413025038,천안시,1,일반,성환읍 도하리 536,1996,1,16000,좌표x,좌표x
4413025038200730005,4413025038,천안시,2,산,성환읍 도하리 산73-5,1996,1,6800,좌표x,좌표x
4413025321100660010,4413025321,천안시,1,일반,성거읍 송남리 66-10,1996,1,9500,좌표x,좌표x
4413025321100780000,4413025321,천안시,1,일반,성거읍 송남리 78,1996,1,28000,좌표x,좌표x
4413025321101290000,4413025321,천안시,1,일반,성거읍 송남리 129,1996,1,4000,좌표x,좌표x
4413025321101330002,4413025321,천안시,1,일반,성거읍 송남리 133-2,1996,1,13000,좌표x,좌표x
4413025321101810002,4413025321,천안시,1,일반,성거읍 송남리 181-2,1996,1,60000,좌표x,좌표x
4413025321102240001,4413025321,천안시,1,일반,성거읍 송남리 224-1,1996,1,90000,좌표x,좌표x
4413025321102290003,4413025321,천안시,1,일반,성거읍 송남리 229-3,1996,1,13000,좌표x,좌표x
4413025321102360001,4413025321,천안시,1,일반,성거읍 송남리 236-1,1996,1,10000,좌표x,좌표x
4413025321102740005,4413025321,천안시,1,일반,성거읍 송남리 274-5,1996,1,27000,좌표x,좌표x
4413025321103090000,4413025321,천안시,1,일반,성거읍 송남리 309,1996,1,26000,좌표x,좌표x
4413025321103460004,4413025321,천안시,1,일반,성거읍 송남리 346-4,1996,1,6300,좌표x,좌표x
4413025321103640004,4413025321,천안시,1,일반,성거읍 송남리 364-4,1996,1,6100,좌표x,좌표x
4413025321104770001,4413025321,천안시,1,일반,성거읍 송남리 477-1,1996,1,5000,좌표x,좌표x
4413025321200210003,4413025321,천안시,2,산,성거읍 송남리 산21-3,1996,1,2500,좌표x,좌표x
4413025321200250004,4413025321,천안시,2,산,성거읍 송남리 산25-4,1996,1,12000,좌표x,좌표x
4413025321200290000,4413025321,천안시,2,산,성거읍 송남리 산29,1996,1,2000,좌표x,좌표x
4413025322100700003,4413025322,천안시,1,일반,성거읍 천흥리 70-3,1996,1,4800,좌표x,좌표x
4413025322100940000,4413025322,천안시,1,일반,성거읍 천흥리 94,1996,1,29000,좌표x,좌표x
4413025322101950000,4413025322,천안시,1,일반,성거읍 천흥리 195,1996,1,14000,좌표x,좌표x
4413025322102540006,4413025322,천안시,1,일반,성거읍 천흥리 254-6,1996,1,30000,좌표x,좌표x
4413025322102590000,4413025322,천안시,1,일반,성거읍 천흥리 259,1996,1,33000,좌표x,좌표x
4413025322103010001,4413025322,천안시,1,일반,성거읍 천흥리 301-1,1996,1,6500,좌표x,좌표x
4413025322103160009,4413025322,천안시,1,일반,성거읍 천흥리 316-9,1996,1,110000,좌표x,좌표x
4413025322103700010,4413025322,천안시,1,일반,성거읍 천흥리 370-10,1996,1,18000,좌표x,좌표x
4413025322104250008,4413025322,천안시,1,일반,성거읍 천흥리 425-8,1996,1,170000,좌표x,좌표x
4413025322104300003,4413025322,천안시,1,일반,성거읍 천흥리 430-3,1996,1,200000,좌표x,좌표x
4413025322104380004,4413025322,천안시,1,일반,성거읍 천흥리 438-4,1996,1,110000,좌표x,좌표x
4413025322104600000,4413025322,천안시,1,일반,성거읍 천흥리 460,1996,1,100000,좌표x,좌표x
4413025322105030000,4413025322,천안시,1,일반,성거읍 천흥리 503,1996,1,7800,좌표x,좌표x
4413025322105080000,4413025322,천안시,1,일반,성거읍 천흥리 508,1996,1,10000,좌표x,좌표x
4413025322105330005,4413025322,천안시,1,일반,성거읍 천흥리 533-5,1996,1,140000,좌표x,좌표x
4413025322200360000,4413025322,천안시,2,산,성거읍 천흥리 산36,1996,1,1100,좌표x,좌표x
4413025322200620003,4413025322,천안시,2,산,성거읍 천흥리 산62-3,1996,1,1200,좌표x,좌표x
4413025322200690001,4413025322,천안시,2,산,성거읍 천흥리 산69-1,1996,1,1200,좌표x,좌표x
4413025323100040005,4413025323,천안시,1,일반,성거읍 오목리 4-5,1996,1,48000,좌표x,좌표x
4413025323100050025,4413025323,천안시,1,일반,성거읍 오목리 5-25,1996,1,90000,좌표x,좌표x
4413025323100090000,4413025323,천안시,1,일반,성거읍 오목리 9,1996,1,90000,좌표x,좌표x
4413025323100260000,4413025323,천안시,1,일반,성거읍 오목리 26,1996,1,21000,좌표x,좌표x
4413025323100260006,4413025323,천안시,1,일반,성거읍 오목리 26-6,1996,1,35000,좌표x,좌표x
4413025323100480011,4413025323,천안시,1,일반,성거읍 오목리 48-11,1996,1,13500,좌표x,좌표x
4413025323100620001,4413025323,천안시,1,일반,성거읍 오목리 62-1,1996,1,48000,좌표x,좌표x
4413025323100810000,4413025323,천안시,1,일반,성거읍 오목리 81,1996,1,4600,좌표x,좌표x
4413025323101060000,4413025323,천안시,1,일반,성거읍 오목리 106,1996,1,6800,좌표x,좌표x
4413025323101110001,4413025323,천안시,1,일반,성거읍 오목리 111-1,1996,1,10000,좌표x,좌표x
4413025323101110006,4413025323,천안시,1,일반,성거읍 오목리 111-6,1996,1,12000,좌표x,좌표x
4413025323101120005,4413025323,천안시,1,일반,성거읍 오목리 112-5,1996,1,9000,좌표x,좌표x
4413025323101260003,4413025323,천안시,1,일반,성거읍 오목리 126-3,1996,1,11000,좌표x,좌표x
4413025323200150010,4413025323,천안시,2,산,성거읍 오목리 산15-10,1996,1,6200,좌표x,좌표x
4413025324100080009,4413025324,천안시,1,일반,성거읍 오색당리 8-9,1996,1,11000,좌표x,좌표x
4413025324100120000,4413025324,천안시,1,일반,성거읍 오색당리 12,1996,1,9000,좌표x,좌표x
4413025324100150001,4413025324,천안시,1,일반,성거읍 오색당리 15-1,1996,1,10000,좌표x,좌표x
4413025324100800001,4413025324,천안시,1,일반,성거읍 오색당리 80-1,1996,1,8500,좌표x,좌표x
4413025324101120001,4413025324,천안시,1,일반,성거읍 오색당리 112-1,1996,1,70000,좌표x,좌표x
4413025324101140001,4413025324,천안시,1,일반,성거읍 오색당리 114-1,1996,1,6000,좌표x,좌표x
4413025324101220000,4413025324,천안시,1,일반,성거읍 오색당리 122,1996,1,7500,좌표x,좌표x
4413025324101510002,4413025324,천안시,1,일반,성거읍 오색당리 151-2,1996,1,7000,좌표x,좌표x
4413025324101620011,4413025324,천안시,1,일반,성거읍 오색당리 162-11,1996,1,5200,좌표x,좌표x
4413025325100010019,4413025325,천안시,1,일반,성거읍 저리 1-19,1996,1,90000,좌표x,좌표x
4413025325100250000,4413025325,천안시,1,일반,성거읍 저리 25,1996,1,22000,좌표x,좌표x
4413025325100380002,4413025325,천안시,1,일반,성거읍 저리 38-2,1996,1,30000,좌표x,좌표x
4413025325100470006,4413025325,천안시,1,일반,성거읍 저리 47-6,1996,1,120000,좌표x,좌표x
4413025325100470017,4413025325,천안시,1,일반,성거읍 저리 47-17,1996,1,80000,좌표x,좌표x
4413025325101270000,4413025325,천안시,1,일반,성거읍 저리 127,1996,1,9000,좌표x,좌표x
4413025325101320004,4413025325,천안시,1,일반,성거읍 저리 132-4,1996,1,6100,좌표x,좌표x
4413025325102400004,4413025325,천안시,1,일반,성거읍 저리 240-4,1996,1,11000,좌표x,좌표x
4413025325102580002,4413025325,천안시,1,일반,성거읍 저리 258-2,1996,1,12000,좌표x,좌표x
4413025325103190043,4413025325,천안시,1,일반,성거읍 저리 319-43,1996,1,62000,좌표x,좌표x
4413025326100020007,4413025326,천안시,1,일반,성거읍 모전리 2-7,1996,1,85000,좌표x,좌표x
4413025326100270005,4413025326,천안시,1,일반,성거읍 모전리 27-5,1996,1,7000,좌표x,좌표x
4413025326100470001,4413025326,천안시,1,일반,성거읍 모전리 47-1,1996,1,6500,좌표x,좌표x
4413025326100490002,4413025326,천안시,1,일반,성거읍 모전리 49-2,1996,1,10000,좌표x,좌표x
4413025326100610006,4413025326,천안시,1,일반,성거읍 모전리 61-6,1996,1,30000,좌표x,좌표x
4413025326100610069,4413025326,천안시,1,일반,성거읍 모전리 61-69,1996,1,9000,좌표x,좌표x
4413025326100700001,4413025326,천안시,1,일반,성거읍 모전리 70-1,1996,1,12000,좌표x,좌표x
4413025326100760000,4413025326,천안시,1,일반,성거읍 모전리 76,1996,1,9000,좌표x,좌표x
4413025326102160002,4413025326,천안시,1,일반,성거읍 모전리 216-2,1996,1,11000,좌표x,좌표x
4413025326102210000,4413025326,천안시,1,일반,성거읍 모전리 221,1996,1,10000,좌표x,좌표x
4413025326102500000,4413025326,천안시,1,일반,성거읍 모전리 250,1996,1,9000,좌표x,좌표x
4413025326102800001,4413025326,천안시,1,일반,성거읍 모전리 280-1,1996,1,7000,좌표x,좌표x
4413025326103140006,4413025326,천안시,1,일반,성거읍 모전리 314-6,1996,1,6000,좌표x,좌표x
4413025327100460005,4413025327,천안시,1,일반,성거읍 삼곡리 46-5,1996,1,5600,좌표x,좌표x
4413025327100940001,4413025327,천안시,1,일반,성거읍 삼곡리 94-1,1996,1,7500,좌표x,좌표x
4413025327100980008,4413025327,천안시,1,일반,성거읍 삼곡리 98-8,1996,1,10000,좌표x,좌표x
4413025327101370002,4413025327,천안시,1,일반,성거읍 삼곡리 137-2,1996,1,9000,좌표x,좌표x
4413025327200140001,4413025327,천안시,2,산,성거읍 삼곡리 산14-1,1996,1,6000,좌표x,좌표x
4413025328101740000,4413025328,천안시,1,일반,성거읍 정촌리 174,1996,1,12000,좌표x,좌표x
4413025328101980000,4413025328,천안시,1,일반,성거읍 정촌리 198,1996,1,4800,좌표x,좌표x
4413025328102040001,4413025328,천안시,1,일반,성거읍 정촌리 204-1,1996,1,65000,좌표x,좌표x
4413025328102060001,4413025328,천안시,1,일반,성거읍 정촌리 206-1,1996,1,5000,좌표x,좌표x
4413025328102180001,4413025328,천안시,1,일반,성거읍 정촌리 218-1,1996,1,7800,좌표x,좌표x
4413025328102270000,4413025328,천안시,1,일반,성거읍 정촌리 227,1996,1,5200,좌표x,좌표x
4413025328200140001,4413025328,천안시,2,산,성거읍 정촌리 산14-1,1996,1,1900,좌표x,좌표x
4413025329100100002,4413025329,천안시,1,일반,성거읍 문덕리 10-2,1996,1,27000,좌표x,좌표x
4413025329100170002,4413025329,천안시,1,일반,성거읍 문덕리 17-2,1996,1,12000,좌표x,좌표x
4413025329100230006,4413025329,천안시,1,일반,성거읍 문덕리 23-6,1996,1,30000,좌표x,좌표x
4413025329101200003,4413025329,천안시,1,일반,성거읍 문덕리 120-3,1996,1,12000,좌표x,좌표x
4413025329101370003,4413025329,천안시,1,일반,성거읍 문덕리 137-3,1996,1,6000,좌표x,좌표x
4413025329101610001,4413025329,천안시,1,일반,성거읍 문덕리 161-1,1996,1,6500,좌표x,좌표x
4413025329101620005,4413025329,천안시,1,일반,성거읍 문덕리 162-5,1996,1,5000,좌표x,좌표x
4413025329101850000,4413025329,천안시,1,일반,성거읍 문덕리 185,1996,1,9000,좌표x,좌표x
4413025329102200000,4413025329,천안시,1,일반,성거읍 문덕리 220,1996,1,35000,좌표x,좌표x
4413025329102300002,4413025329,천안시,1,일반,성거읍 문덕리 230-2,1996,1,8000,좌표x,좌표x
4413025329200290000,4413025329,천안시,2,산,성거읍 문덕리 산29,1996,1,5500,좌표x,좌표x
4413025329200380001,4413025329,천안시,2,산,성거읍 문덕리 산38-1,1996,1,3100,좌표x,좌표x
4413025330100240001,4413025330,천안시,1,일반,성거읍 석교리 24-1,1996,1,6000,좌표x,좌표x
4413025330100610013,4413025330,천안시,1,일반,성거읍 석교리 61-13,1996,1,42000,좌표x,좌표x
4413025330100620001,4413025330,천안시,1,일반,성거읍 석교리 62-1,1996,1,90000,좌표x,좌표x
4413025330100620011,4413025330,천안시,1,일반,성거읍 석교리 62-11,1996,1,6500,좌표x,좌표x
4413025330100700005,4413025330,천안시,1,일반,성거읍 석교리 70-5,1996,1,83000,좌표x,좌표x
4413025330101190001,4413025330,천안시,1,일반,성거읍 석교리 119-1,1996,1,60000,좌표x,좌표x
4413025330101280001,4413025330,천안시,1,일반,성거읍 석교리 128-1,1996,1,5100,좌표x,좌표x
4413025330101330002,4413025330,천안시,1,일반,성거읍 석교리 133-2,1996,1,8300,좌표x,좌표x
4413025330101400000,4413025330,천안시,1,일반,성거읍 석교리 140,1996,1,8000,좌표x,좌표x
4413025330101480004,4413025330,천안시,1,일반,성거읍 석교리 148-4,1996,1,25000,좌표x,좌표x
4413025330101780005,4413025330,천안시,1,일반,성거읍 석교리 178-5,1996,1,7000,좌표x,좌표x
4413025330102250000,4413025330,천안시,1,일반,성거읍 석교리 225,1996,1,5000,좌표x,좌표x
4413025330102520019,4413025330,천안시,1,일반,성거읍 석교리 252-19,1996,1,15000,좌표x,좌표x
4413025330200100001,4413025330,천안시,2,산,성거읍 석교리 산10-1,1996,1,2000,좌표x,좌표x
4413025330200320000,4413025330,천안시,2,산,성거읍 석교리 산32,1996,1,3000,좌표x,좌표x
4413025330200420001,4413025330,천안시,2,산,성거읍 석교리 산42-1,1996,1,7300,좌표x,좌표x
4413025330200510000,4413025330,천안시,2,산,성거읍 석교리 산51,1996,1,3500,좌표x,좌표x
4413025331100170001,4413025331,천안시,1,일반,성거읍 요방리 17-1,1996,1,5800,좌표x,좌표x
4413025331100320004,4413025331,천안시,1,일반,성거읍 요방리 32-4,1996,1,24000,좌표x,좌표x
4413025331100840011,4413025331,천안시,1,일반,성거읍 요방리 84-11,1996,1,6300,좌표x,좌표x
4413025331100850003,4413025331,천안시,1,일반,성거읍 요방리 85-3,1996,1,7500,좌표x,좌표x
4413025331101320000,4413025331,천안시,1,일반,성거읍 요방리 132,1996,1,50000,좌표x,좌표x
4413025331101600008,4413025331,천안시,1,일반,성거읍 요방리 160-8,1996,1,120000,좌표x,좌표x
4413025331101950002,4413025331,천안시,1,일반,성거읍 요방리 195-2,1996,1,81000,좌표x,좌표x
4413025331102070013,4413025331,천안시,1,일반,성거읍 요방리 207-13,1996,1,60000,좌표x,좌표x
4413025331102590001,4413025331,천안시,1,일반,성거읍 요방리 259-1,1996,1,5800,좌표x,좌표x
4413025331102730002,4413025331,천안시,1,일반,성거읍 요방리 273-2,1996,1,8000,좌표x,좌표x
4413025331102830000,4413025331,천안시,1,일반,성거읍 요방리 283,1996,1,22000,좌표x,좌표x
4413025331103120000,4413025331,천안시,1,일반,성거읍 요방리 312,1996,1,4500,좌표x,좌표x
4413025331200100001,4413025331,천안시,2,산,성거읍 요방리 산10-1,1996,1,2700,좌표x,좌표x
4413025331200210000,4413025331,천안시,2,산,성거읍 요방리 산21,1996,1,5000,좌표x,좌표x
4413025331200310001,4413025331,천안시,2,산,성거읍 요방리 산31-1,1996,1,2000,좌표x,좌표x
4413025332100050007,4413025332,천안시,1,일반,성거읍 소우리 5-7,1996,1,9500,좌표x,좌표x
4413025332100200005,4413025332,천안시,1,일반,성거읍 소우리 20-5,1996,1,4600,좌표x,좌표x
4413025332100400002,4413025332,천안시,1,일반,성거읍 소우리 40-2,1996,1,4500,좌표x,좌표x
4413025332100760026,4413025332,천안시,1,일반,성거읍 소우리 76-26,1996,1,15000,좌표x,좌표x
4413025332101530005,4413025332,천안시,1,일반,성거읍 소우리 153-5,1996,1,5000,좌표x,좌표x
4413025332101590023,4413025332,천안시,1,일반,성거읍 소우리 159-23,1996,1,13500,좌표x,좌표x
4413025332101590029,4413025332,천안시,1,일반,성거읍 소우리 159-29,1996,1,8500,좌표x,좌표x
4413025332101820009,4413025332,천안시,1,일반,성거읍 소우리 182-9,1996,1,82000,좌표x,좌표x
4413025332102260005,4413025332,천안시,1,일반,성거읍 소우리 226-5,1996,1,62000,좌표x,좌표x
4413025332200040002,4413025332,천안시,2,산,성거읍 소우리 산4-2,1996,1,2800,좌표x,좌표x
4413025332200200001,4413025332,천안시,2,산,성거읍 소우리 산20-1,1996,1,3000,좌표x,좌표x
4413025332200320000,4413025332,천안시,2,산,성거읍 소우리 산32,1996,1,1800,좌표x,좌표x
4413025333100030017,4413025333,천안시,1,일반,성거읍 신월리 3-17,1996,1,48000,좌표x,좌표x
4413025333100420016,4413025333,천안시,1,일반,성거읍 신월리 42-16,1996,1,30000,좌표x,좌표x
4413025333101750000,4413025333,천안시,1,일반,성거읍 신월리 175,1996,1,4700,좌표x,좌표x
4413025333102550001,4413025333,천안시,1,일반,성거읍 신월리 255-1,1996,1,6500,좌표x,좌표x
4413025333102570003,4413025333,천안시,1,일반,성거읍 신월리 257-3,1996,1,6600,좌표x,좌표x
4413025333102610000,4413025333,천안시,1,일반,성거읍 신월리 261,1996,1,8500,좌표x,좌표x
4413025333102840024,4413025333,천안시,1,일반,성거읍 신월리 284-24,1996,1,31000,좌표x,좌표x
4413025333102860001,4413025333,천안시,1,일반,성거읍 신월리 286-1,1996,1,4500,좌표x,좌표x
4413025333102910001,4413025333,천안시,1,일반,성거읍 신월리 291-1,1996,1,6000,좌표x,좌표x
4413025333103150000,4413025333,천안시,1,일반,성거읍 신월리 315,1996,1,9000,좌표x,좌표x
4413025333103400022,4413025333,천안시,1,일반,성거읍 신월리 340-22,1996,1,240000,좌표x,좌표x
4413025333103520002,4413025333,천안시,1,일반,성거읍 신월리 352-2,1996,1,6000,좌표x,좌표x
4413025333103720010,4413025333,천안시,1,일반,성거읍 신월리 372-10,1996,1,80000,좌표x,좌표x
4413025333103760005,4413025333,천안시,1,일반,성거읍 신월리 376-5,1996,1,140000,좌표x,좌표x
4413025333103990022,4413025333,천안시,1,일반,성거읍 신월리 399-22,1996,1,170000,좌표x,좌표x
4413025333104020001,4413025333,천안시,1,일반,성거읍 신월리 402-1,1996,1,100000,좌표x,좌표x
4413025333104040002,4413025333,천안시,1,일반,성거읍 신월리 404-2,1996,1,22000,좌표x,좌표x
4413031021100500000,4413031021,천안시,1,일반,풍세면 풍서리 50,1996,1,5000,좌표x,좌표x
4413031021101270005,4413031021,천안시,1,일반,풍세면 풍서리 127-5,1996,1,5300,좌표x,좌표x
4413031021101330003,4413031021,천안시,1,일반,풍세면 풍서리 133-3,1996,1,5500,좌표x,좌표x
4413031021101500000,4413031021,천안시,1,일반,풍세면 풍서리 150,1996,1,5300,좌표x,좌표x
4413031021101570000,4413031021,천안시,1,일반,풍세면 풍서리 157,1996,1,3900,좌표x,좌표x
4413031021102210000,4413031021,천안시,1,일반,풍세면 풍서리 221,1996,1,6000,좌표x,좌표x
4413031021102340002,4413031021,천안시,1,일반,풍세면 풍서리 234-2,1996,1,6500,좌표x,좌표x
4413031021102560001,4413031021,천안시,1,일반,풍세면 풍서리 256-1,1996,1,8500,좌표x,좌표x
4413031021102630000,4413031021,천안시,1,일반,풍세면 풍서리 263,1996,1,6000,좌표x,좌표x
4413031021103690005,4413031021,천안시,1,일반,풍세면 풍서리 369-5,1996,1,28000,좌표x,좌표x
4413031021104150002,4413031021,천안시,1,일반,풍세면 풍서리 415-2,1996,1,180000,좌표x,좌표x
